1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01
1.811674085638390053e-01 8.509282852068526803e-02 -1.086693808056801713e-02 3.788401487181869420e-01 5.659229356179441839e-02
1.150316776189358459e-01 1.175689945431009353e-01 -1.310155258635272990e-01 -1.095432537116650118e-02 -3.129365506515090489e-01
1.013883055059163069e-01 -1.494589702333651293e-02 -2.381238066022239308e-01 1.581768545282803418e-01 -5.573898103922791947e-02
2.515974083496635982e-02 -5.982771305021304664e-03 1.300293855620281158e-02 1.323872949226796991e-01 2.267697527110855982e-01
-2.665687821148486347e-01 3.728249639895905299e-01 -1.035116040043578822e-01 -4.845444157441047839e-01 2.143060250363692798e-01
6.385979726234829179e-02 -8.709437658952459693e-02 1.693507548762277770e-01 7.268197271925055936e-02 8.096980175528517565e-02
9.593214065981581218e-02 -4.959543320766071073e-01 1.305341492753669119e-01 -2.186572142176672895e-01 -3.200134666733942534e-01
-1.936410180934091119e-01 1.701575649012247726e-01 -1.237590532980983593e-01 -1.801515239050456851e-01 -1.501729743056920419e-01
-2.951249822504306008e-01 2.005982261280588874e-01 -1.231664309748101149e-02 1.776676265805489652e-01 -9.185697019149344222e-02
2.264116177243123418e-01 -2.437564973667832868e-02 1.296718645846755766e-02 -2.737574120867187766e-01 4.817397361716899140e-02
-1.997515425784099075e-01 -3.125530119143357655e-02 -3.517326708425372872e-01 -1.078495870659471334e-01 -4.860958552114575948e-01
7.730194412761751122e-02 -6.393179577746635478e-02 -3.353721516658610402e-01 -7.701886174150009146e-02 1.292164122911775015e-01
-1.229839782492154684e-02 -1.824978760643072295e-01 -2.487478880083086041e-01 3.480884598776477490e-01 4.301014298632087618e-01
-4.491096343332315888e-01 1.350277443711693504e-01 -1.359386078218795257e-01 2.536659886425649546e-01 -4.512841461121097075e-01
4.041712997063444113e-01 3.340644741749160263e-01 -3.503477969018488070e-01 -6.644411483845114041e-02 -2.372077252063695130e-01
2.174856495158343228e-01 -1.613615804649728980e-01 2.184622318177529832e-01 -7.803709491629513828e-02 -3.081664582509637262e-01
-2.913169226814769086e-01 -3.354199746082638794e-02 8.322564646323438176e-02 1.238265459095354154e-01 8.179592493860572688e-02
-6.666739406780793076e-02 -1.232533973087573953e-01 -5.145759202583116698e-02 1.704439398665510697e-01 3.291242770948141216e-02
2.162764585273350137e-01 8.185206146301905045e-03 1.310750516708638902e-01 -1.055949972933190179e-01 2.062245755712287520e-01
1.054438874046064178e-01 3.818010461403496814e-02 4.065956496329964365e-02 -1.267927796537763607e-01 1.880585255762834418e-02
-1.001075007532987865e-01 4.606993611020335222e-03 -6.484097637683088056e-02 -1.977250062626828286e-01 2.547818423507485774e-01
-2.416590719063698711e-01 -2.506364136094080264e-01 -2.475414269203909390e-01 2.667395339932246978e-01 1.670529078216237695e-01
6.078743620668835418e-02 2.208930497005633445e-02 -1.842220450104183338e-01 2.301197441406618166e-02 2.515872032489178678e-01
-3.410045628863823952e-02 1.344137926887481738e-01 -3.985998467136754597e-02 4.321949378506290823e-03 -9.649683842498101016e-02
-1.903589513096296260e-01 -3.222023163819607849e-01 3.338440549035445182e-01 3.342118784124580855e-01 -1.008177100180143726e-02
3.042339462756368795e-02 4.974569577136998128e-02 2.714134616826936394e-02 -2.542762459508654538e-02 -5.681320510927743289e-02
-1.495000272017691367e-01 3.495181788559127423e-01 5.938134448216320083e-02 -1.403774294433770831e-01 -2.527553561652611247e-01
3.804654418732666410e-01 -2.030891886446694605e-01 -4.008799520249436421e-01 -5.568025626616913693e-01 2.822958082295560778e-01
6.439563348018338684e-02 -6.373765689170608761e-02 -1.564118213034702554e-01 1.115650519627727211e-01 -2.589380858591033840e-01
-3.265503156256944761e-01 -1.620923002945050262e-01 4.594173002319956733e-03 -3.790273636154782855e-01 6.123293797732189819e-02
3.824510668385443513e-01 4.635618660148004000e-02 5.270179340872647167e-01 7.249860257113319162e-02 -2.372081192846474673e-01
4.684898878150447477e-01 -1.605078604674778642e-01 3.259439891095387010e-01 -7.220747260102844400e-02 -8.561104797118406218e-01
7.296480157765117269e-02 2.229886217085185196e-01 1.542000061319254989e-01 1.286992043700881799e-02 -1.783776420217871306e-01
1.401746107120815377e-01 2.089165099357820354e-02 8.687970689400736912e-02 4.779428348023346262e-01 3.044287658397651364e-02
